CompetitorID,Day,domain,Referring domains,Domain Rating,URL Rating,Organic traffic,Organic traffic value,Organic pages,Impressions,Paid traffic,Paid traffic cost,Crawled pages,Organic keywords: 1-3,Organic keywords: 4-10,Organic keywords: 11-20,Organic keywords: 21-50,Organic keywords: 51+,Total Traffic
15,7/25/2022,bishopfox.com,2068,72.0,,1878,4176,527,27169,35,75,987,39,158,355,1580,2941,1913
15,7/26/2022,bishopfox.com,2060,72.0,,1878,4161,528,26876,35,75,987,38,155,351,1589,2942,1913
15,7/27/2022,bishopfox.com,2056,72.0,,1880,4165,525,27124,35,75,988,38,153,350,1579,2943,1915
15,7/28/2022,bishopfox.com,2057,72.0,,1874,4155,524,28485,35,65,990,38,150,352,1573,2941,1909
15,7/29/2022,bishopfox.com,2050,72.0,,1878,4177,527,28487,35,65,991,36,151,355,1562,2943,1913
15,7/30/2022,bishopfox.com,2047,72.0,,1878,4196,523,28661,35,65,991,37,150,354,1559,2935,1913
15,7/31/2022,bishopfox.com,2045,72.0,27.0,1894,4195,520,29602,38,74,991,37,153,351,1564,2948,1932
15,8/1/2022,bishopfox.com,2045,72.0,27.0,1899,4208,518,29319,38,74,991,37,154,349,1579,2931,1937
15,8/2/2022,bishopfox.com,2046,72.0,27.0,1896,4211,518,29189,38,75,992,38,154,344,1582,2931,1934
15,8/3/2022,bishopfox.com,2036,72.0,27.0,1904,4223,517,30867,38,75,992,39,154,348,1576,2941,1942
15,8/4/2022,bishopfox.com,2035,72.0,27.0,1909,4252,515,31778,38,75,992,39,156,352,1564,2944,1947
15,8/5/2022,bishopfox.com,2033,72.0,27.0,1894,4186,513,26114,31,64,992,40,153,363,1547,2945,1925
15,8/6/2022,bishopfox.com,2036,72.0,27.0,1908,4216,515,22092,31,64,992,38,155,363,1539,2959,1939
15,8/7/2022,bishopfox.com,2037,72.0,27.0,1902,4234,513,22027,31,61,992,38,154,364,1555,2955,1933
15,8/8/2022,bishopfox.com,2039,72.0,27.0,1919,4236,517,22261,28,61,992,38,156,366,1571,2984,1947
15,8/9/2022,bishopfox.com,2052,72.0,27.0,1936,4300,518,22463,27,56,993,35,156,365,1565,2993,1963
15,8/10/2022,bishopfox.com,2057,72.0,27.0,1945,4294,519,23626,27,56,995,34,158,367,1564,2999,1972
15,8/11/2022,bishopfox.com,2059,72.0,27.0,1948,4324,519,32072,70,121,996,33,162,360,1573,3008,2018
15,8/12/2022,bishopfox.com,2056,72.0,27.0,1959,4364,519,32194,70,117,996,34,162,359,1574,3014,2029
15,8/13/2022,bishopfox.com,2055,72.0,27.0,1961,4368,521,28176,29,52,997,34,163,357,1594,3041,1990
15,8/14/2022,bishopfox.com,2054,72.0,27.0,1957,4365,520,28046,29,52,997,34,160,359,1609,3060,1986
15,8/15/2022,bishopfox.com,2051,72.0,27.0,1958,4383,520,28262,29,52,997,34,160,360,1629,3082,1987
15,8/16/2022,bishopfox.com,2050,72.0,27.0,1968,4376,519,28871,30,52,996,33,159,361,1627,3076,1998
15,8/17/2022,bishopfox.com,2046,72.0,27.0,1967,4364,520,28895,30,52,996,32,160,358,1630,3070,1997
15,8/18/2022,bishopfox.com,2049,72.0,27.0,1969,4358,519,29531,30,52,999,32,161,358,1625,3078,1999
15,8/19/2022,bishopfox.com,2053,72.0,27.0,1956,4286,517,41049,81,138,1002,32,162,356,1631,3052,2037
15,8/20/2022,bishopfox.com,2059,72.0,27.0,1952,4281,516,41761,111,238,1001,32,162,360,1632,3050,2063
15,8/21/2022,bishopfox.com,2057,72.0,27.0,1953,4281,515,41761,111,238,1001,32,162,361,1631,3052,2064
15,8/22/2022,bishopfox.com,2056,72.0,27.0,1988,4315,514,40607,68,184,1001,34,163,365,1633,3037,2056
15,8/23/2022,bishopfox.com,2056,72.0,27.0,1959,4154,515,40731,83,228,1001,33,163,372,1621,3021,2042
15,8/24/2022,bishopfox.com,2055,72.0,27.0,1963,4148,518,45399,127,294,1003,34,164,374,1628,3014,2090
15,8/25/2022,bishopfox.com,2053,72.0,27.0,1955,4156,519,50958,128,294,1005,35,166,369,1631,3019,2083
15,8/26/2022,bishopfox.com,2051,72.0,27.0,1964,4155,519,46625,86,237,1006,36,168,364,1645,3011,2050
15,8/27/2022,bishopfox.com,2055,72.0,27.0,1962,4158,524,39483,85,229,1006,35,165,369,1639,3011,2047
15,8/28/2022,bishopfox.com,2056,72.0,27.0,1985,4139,525,43275,113,262,1006,35,165,372,1638,3018,2098
15,8/29/2022,bishopfox.com,2049,72.0,27.0,1983,4140,526,40545,113,261,1006,35,165,373,1643,3022,2096
15,8/30/2022,bishopfox.com,2047,72.0,27.0,1986,4142,527,47524,165,343,1007,35,165,373,1653,3012,2151
15,8/31/2022,bishopfox.com,2051,72.0,27.0,1982,4135,532,48293,171,370,1008,35,163,371,1671,3010,2153
15,9/1/2022,bishopfox.com,2055,72.0,27.0,2014,4146,533,41697,179,380,1008,36,159,375,1677,3008,2193
15,9/2/2022,bishopfox.com,2056,72.0,27.0,2017,4145,531,37787,178,379,1007,38,156,374,1680,2999,2195
15,9/3/2022,bishopfox.com,2054,72.0,27.0,1886,3794,531,35747,132,312,1009,39,155,373,1678,3001,2018
15,9/4/2022,bishopfox.com,2049,72.0,27.0,1862,3790,563,42827,131,312,1009,40,157,377,1751,4118,1993
15,9/5/2022,bishopfox.com,2042,72.0,27.0,1869,3797,599,50362,66,205,1009,41,160,386,1793,4290,1935
15,9/6/2022,bishopfox.com,2039,72.0,27.0,1866,3808,625,49843,50,183,1009,42,161,387,1805,4222,1916
15,9/7/2022,bishopfox.com,2035,72.0,27.0,1870,3814,645,48513,45,156,1009,43,160,396,1815,4223,1915
15,9/8/2022,bishopfox.com,2027,72.0,27.0,1886,3825,659,48519,45,156,1011,42,163,400,1826,4231,1931
15,9/9/2022,bishopfox.com,2028,72.0,27.0,1883,3823,675,38398,42,156,1011,42,166,405,1836,4231,1925
15,9/10/2022,bishopfox.com,2031,72.0,27.0,1882,3819,689,33767,42,156,1014,42,165,405,1857,4253,1924
15,9/11/2022,bishopfox.com,2030,72.0,27.0,1882,3821,698,29815,42,156,1014,42,163,409,1879,4158,1924
15,9/12/2022,bishopfox.com,2037,72.0,27.0,1888,3863,717,29814,42,156,1014,42,168,415,1891,4147,1930
15,9/13/2022,bishopfox.com,2047,72.0,27.0,1891,3869,728,29361,42,156,1016,45,166,414,1904,4140,1933
15,9/14/2022,bishopfox.com,2061,72.0,27.0,1879,3844,729,29329,42,156,1017,46,166,412,1904,4188,1921
15,9/15/2022,bishopfox.com,2066,72.0,27.0,1880,3867,729,31906,21,68,1020,47,167,410,1900,4206,1901
15,9/16/2022,bishopfox.com,2073,72.0,27.0,1850,3872,731,31521,19,55,1020,45,169,411,1902,4225,1869
15,9/17/2022,bishopfox.com,2080,72.0,27.0,1872,4071,733,31861,12,25,1020,45,170,410,1909,4243,1884
15,9/18/2022,bishopfox.com,2077,72.0,27.0,1874,4109,731,31666,8,25,1020,43,174,409,1924,4253,1882
15,9/19/2022,bishopfox.com,2077,72.0,27.0,1871,4100,731,31675,8,25,1020,43,171,413,1918,4258,1879
15,9/20/2022,bishopfox.com,2076,72.0,27.0,1871,4112,733,31938,8,25,1020,43,172,412,1929,4255,1879
15,9/21/2022,bishopfox.com,2079,72.0,27.0,1884,4127,735,31902,6,15,1020,42,171,415,1933,4277,1890
15,9/22/2022,bishopfox.com,2080,72.0,27.0,1870,4142,736,31681,6,15,1019,39,170,417,1931,4274,1876
15,9/23/2022,bishopfox.com,2083,72.0,27.0,1876,4142,740,32178,6,15,1019,38,171,417,1940,4243,1882
15,9/24/2022,bishopfox.com,2080,72.0,27.0,1876,4136,740,39507,6,15,1019,37,171,422,1936,4248,1882
15,9/25/2022,bishopfox.com,2083,72.0,27.0,1878,4171,739,39696,6,15,1023,37,170,423,1940,4249,1884
15,9/26/2022,bishopfox.com,2083,72.0,27.0,1852,4168,742,27151,6,15,1023,37,169,424,1940,4250,1858
15,9/27/2022,bishopfox.com,2084,72.0,27.0,1847,4181,741,27575,6,15,1023,37,169,417,1935,4261,1853
15,9/28/2022,bishopfox.com,2084,72.0,27.0,1864,4160,743,37974,10,23,1023,36,169,417,1941,4284,1874
15,9/29/2022,bishopfox.com,2083,72.0,27.0,1858,4144,740,37932,10,23,1023,37,169,416,1950,4271,1868
15,9/30/2022,bishopfox.com,2083,72.0,27.0,1846,4147,739,38480,9,20,1022,37,173,416,1938,4181,1855
15,10/1/2022,bishopfox.com,2083,72.0,27.0,1863,4160,734,40640,8,20,1028,36,174,415,1887,3553,1871
15,10/2/2022,bishopfox.com,2083,72.0,27.0,1854,4191,708,32457,8,20,1030,39,173,414,1869,3451,1862
15,10/3/2022,bishopfox.com,2083,72.0,27.0,1846,4195,682,32153,6,8,1030,36,172,409,1838,3439,1852
15,10/4/2022,bishopfox.com,2083,72.0,27.0,1730,3900,665,33506,6,8,1029,35,173,404,1832,3408,1736
15,10/5/2022,bishopfox.com,2083,72.0,27.0,1728,3900,656,33410,6,8,1029,36,170,406,1823,3347,1734
15,10/6/2022,bishopfox.com,2082,72.0,27.0,1729,3898,650,32970,6,8,1030,36,171,411,1825,3350,1735
15,10/7/2022,bishopfox.com,2094,72.0,27.0,1728,3891,642,33050,6,8,1030,36,173,415,1816,3343,1734
15,10/8/2022,bishopfox.com,2099,72.0,27.0,1732,3906,629,33089,6,8,1030,36,176,412,1806,3350,1738
15,10/9/2022,bishopfox.com,2103,72.0,27.0,1735,3886,614,35894,6,8,1029,37,177,413,1794,3344,1741
15,10/10/2022,bishopfox.com,2109,72.0,27.0,1736,3886,599,35557,6,8,1030,38,177,410,1786,3341,1742
15,10/11/2022,bishopfox.com,2103,72.0,27.0,1737,3938,591,33027,6,8,1029,37,173,417,1783,3332,1743
15,10/12/2022,bishopfox.com,2098,72.0,27.0,1746,3941,590,34734,6,8,1029,37,174,416,1792,3311,1752
15,10/13/2022,bishopfox.com,2104,72.0,27.0,1759,4021,587,34729,6,8,1029,39,173,416,1794,3293,1765
15,10/14/2022,bishopfox.com,2099,72.0,27.0,1764,4029,587,37404,6,8,1029,41,172,419,1801,3286,1770
15,10/15/2022,bishopfox.com,2097,72.0,27.0,1768,4024,583,37687,6,8,1029,40,181,414,1799,3290,1774
15,10/16/2022,bishopfox.com,2098,72.0,27.0,1768,3925,582,35250,6,8,1028,40,178,417,1788,3297,1774
15,10/17/2022,bishopfox.com,2102,72.0,27.0,1775,3952,583,35406,6,8,1029,40,179,421,1781,3303,1781
15,10/18/2022,bishopfox.com,2102,72.0,27.0,1782,3973,584,35511,6,8,1029,43,181,419,1771,3291,1788
15,10/19/2022,bishopfox.com,2105,72.0,27.0,1779,4014,580,35583,6,8,1028,43,179,423,1770,3263,1785
15,10/20/2022,bishopfox.com,2102,72.0,27.0,1785,4067,579,35131,6,8,1028,43,180,421,1748,3258,1791
15,10/21/2022,bishopfox.com,2105,72.0,27.0,1803,4093,578,39530,6,8,1028,44,184,424,1740,3271,1809
15,10/22/2022,bishopfox.com,2108,72.0,27.0,1806,4079,578,40327,6,8,1027,45,185,419,1747,3257,1812
15,10/23/2022,bishopfox.com,2104,72.0,27.0,1812,4133,579,40483,6,8,1026,45,186,418,1750,3247,1818
15,10/24/2022,bishopfox.com,2108,71.0,27.0,1800,4131,580,29233,6,8,1034,46,185,419,1751,3246,1806
15,10/25/2022,bishopfox.com,2108,71.0,27.0,1807,4148,581,29135,6,8,1034,46,188,414,1769,3244,1813
15,10/26/2022,bishopfox.com,2111,71.0,27.0,1812,4142,579,31305,6,8,1034,46,196,417,1779,3216,1818
15,10/27/2022,bishopfox.com,2113,71.0,27.0,1823,4219,579,31172,0,0,1035,45,198,421,1799,3193,1823
15,10/28/2022,bishopfox.com,2112,71.0,27.0,1858,4249,579,34091,0,0,1035,46,201,416,1822,3206,1858
15,10/29/2022,bishopfox.com,2117,71.0,27.0,1886,4281,582,35215,0,0,1036,50,202,409,1833,3197,1886
15,10/30/2022,bishopfox.com,2124,71.0,27.0,1907,4325,584,37680,0,0,1034,51,204,410,1838,3199,1907
15,10/31/2022,bishopfox.com,2121,71.0,27.0,1915,4393,583,37891,0,0,1035,51,206,410,1839,3196,1915
15,11/1/2022,bishopfox.com,2121,71.0,27.0,1909,4378,582,36254,0,0,1033,51,207,416,1841,3191,1909
15,11/2/2022,bishopfox.com,2121,71.0,27.0,1942,4429,582,47955,0,0,1034,53,210,412,1870,3143,1942
15,11/3/2022,bishopfox.com,2119,71.0,27.0,1925,4430,563,47289,21,36,1033,54,209,404,1880,3071,1946
15,11/4/2022,bishopfox.com,2121,71.0,27.0,1922,4420,559,45089,21,36,1033,54,210,406,1896,3040,1943
15,11/5/2022,bishopfox.com,2117,71.0,27.0,1925,4458,556,47054,21,36,1038,55,212,407,1896,3054,1946
15,11/6/2022,bishopfox.com,2117,71.0,27.0,1999,4441,552,46889,21,36,1038,56,210,408,1895,3057,2020
15,11/7/2022,bishopfox.com,2117,71.0,27.0,1995,4522,553,39569,21,36,1037,57,216,407,1892,3054,2016
15,11/8/2022,bishopfox.com,2115,71.0,27.0,1991,4480,552,38016,21,36,1036,57,214,416,1895,3064,2012
15,11/9/2022,bishopfox.com,2121,72.0,27.0,2003,4505,555,35964,21,36,1036,57,212,422,1895,3051,2024
15,11/10/2022,bishopfox.com,2120,72.0,27.0,1981,4572,558,49489,21,36,1036,56,211,426,1877,3061,2002
15,11/11/2022,bishopfox.com,2116,71.0,27.0,1953,4422,557,37705,21,36,1036,55,209,426,1874,3061,1974
15,11/12/2022,bishopfox.com,2115,71.0,27.0,1945,4423,557,37639,21,36,1036,55,216,423,1876,3051,1966
15,11/13/2022,bishopfox.com,2115,71.0,27.0,1986,4439,560,48839,21,36,1036,55,216,427,1877,3043,2007
15,11/14/2022,bishopfox.com,2113,71.0,27.0,1997,4482,562,51608,21,36,1036,55,217,426,1879,3038,2018
15,11/15/2022,bishopfox.com,2114,71.0,27.0,1986,4580,561,51855,21,36,1036,55,217,424,1871,3024,2007
15,11/16/2022,bishopfox.com,2112,71.0,27.0,1991,4525,560,51271,21,36,1035,56,217,424,1863,3009,2012
15,11/17/2022,bishopfox.com,2112,71.0,27.0,2094,4560,561,2112971,21,36,1036,56,220,421,1851,3021,2115
15,11/18/2022,bishopfox.com,2113,71.0,27.0,2092,4555,559,2113023,21,36,1037,56,220,420,1847,3019,2113
15,11/19/2022,bishopfox.com,2114,71.0,27.0,2100,4573,560,2117822,21,36,1045,58,221,423,1841,3021,2121
15,11/20/2022,bishopfox.com,2115,71.0,27.0,2330,4657,564,2116977,21,36,1044,60,215,424,1839,3044,2351
15,11/21/2022,bishopfox.com,2113,71.0,27.0,2332,4649,563,2118690,21,36,1040,60,219,420,1835,3035,2353
15,11/22/2022,bishopfox.com,2114,71.0,27.0,1958,4491,570,35373,21,36,1040,62,215,417,1837,3067,1979
15,11/23/2022,bishopfox.com,2112,71.0,27.0,1924,4361,571,42724,21,36,1043,60,212,427,1837,3079,1945
15,11/24/2022,bishopfox.com,2116,71.0,27.0,1923,4366,573,33431,21,36,1054,61,214,420,1842,3096,1944
15,11/25/2022,bishopfox.com,2120,71.0,27.0,1905,4314,574,39774,21,36,1054,60,212,424,1839,3096,1926
15,11/26/2022,bishopfox.com,2122,71.0,27.0,1906,4380,575,41490,21,36,1055,61,213,425,1823,3093,1927
15,11/27/2022,bishopfox.com,2129,71.0,27.0,1895,4374,571,42975,21,36,1055,62,213,419,1822,3097,1916
15,11/28/2022,bishopfox.com,2139,71.0,27.0,1909,4393,566,57519,21,36,1054,60,211,418,1819,3098,1930
15,11/29/2022,bishopfox.com,2143,71.0,27.0,1940,4379,570,60674,21,36,1053,60,215,418,1793,3113,1961
15,11/30/2022,bishopfox.com,2149,71.0,27.0,1942,4349,570,54780,21,36,1055,59,218,423,1783,3102,1963
15,12/1/2022,bishopfox.com,2150,71.0,27.0,3196,4768,569,1982431,21,36,1056,60,220,418,1781,3102,3217
15,12/2/2022,bishopfox.com,2151,71.0,27.0,2904,4212,569,1976854,21,36,1056,58,224,418,1768,3109,2925
15,12/3/2022,bishopfox.com,2166,71.0,27.0,2221,3970,568,1981932,21,36,1057,57,223,414,1769,3114,2242
15,12/4/2022,bishopfox.com,2167,71.0,27.0,2201,3941,568,1990025,21,36,1058,55,228,415,1758,3121,2222
15,12/5/2022,bishopfox.com,2168,71.0,27.0,2201,3941,568,1990025,21,36,1058,55,228,415,1758,3121,2222
15,12/6/2022,bishopfox.com,2170,71.0,27.0,2886,4177,569,1980994,21,36,1058,54,230,414,1753,3127,2907
15,12/7/2022,bishopfox.com,2170,71.0,27.0,2863,4160,568,1930813,21,36,1058,53,230,415,1764,3127,2884
15,12/8/2022,bishopfox.com,2171,71.0,27.0,1835,3776,567,68133,21,36,1058,53,228,417,1766,3116,1856
15,12/9/2022,bishopfox.com,2168,71.0,27.0,1772,3715,570,76519,21,36,1056,53,228,412,1769,3114,1793
15,12/10/2022,bishopfox.com,2169,72.0,27.0,1763,3689,568,81561,21,36,1056,49,225,414,1779,3105,1784
15,12/11/2022,bishopfox.com,2166,72.0,27.0,1728,3687,567,55479,21,36,1056,47,219,420,1787,3115,1749
15,12/12/2022,bishopfox.com,2168,72.0,27.0,1711,3805,568,53676,21,36,1054,48,222,413,1798,3125,1732
15,12/13/2022,bishopfox.com,2166,72.0,27.0,1696,3805,568,52409,21,36,1054,46,226,416,1800,3130,1717
15,12/14/2022,bishopfox.com,2165,72.0,27.0,1689,3805,571,50884,21,36,1053,44,225,421,1791,3145,1710
15,12/15/2022,bishopfox.com,2168,72.0,27.0,1698,3823,571,50703,21,36,1053,46,220,421,1795,3141,1719
15,12/16/2022,bishopfox.com,2163,72.0,27.0,1791,3806,570,1889800,21,36,1054,47,219,422,1788,3143,1812
15,12/17/2022,bishopfox.com,2165,72.0,27.0,1784,3822,574,1911054,21,36,1051,47,226,428,1784,3122,1805
15,12/18/2022,bishopfox.com,2161,72.0,27.0,1664,3787,575,76989,21,36,1051,48,232,420,1773,3186,1685
15,12/19/2022,bishopfox.com,2158,72.0,27.0,1672,3800,574,56815,21,36,1046,48,231,422,1776,3208,1693
15,12/20/2022,bishopfox.com,2156,72.0,27.0,1678,3775,571,59608,21,36,1035,47,226,425,1779,3235,1699
15,12/21/2022,bishopfox.com,2159,72.0,27.0,1702,3777,569,60125,21,36,1032,48,225,427,1776,3252,1723
15,12/22/2022,bishopfox.com,2156,72.0,27.0,1803,3726,570,1899905,21,36,1032,48,226,424,1775,3277,1824
15,12/23/2022,bishopfox.com,2149,72.0,27.0,1820,3801,570,1916080,21,36,1032,48,223,419,1785,3265,1841
15,12/24/2022,bishopfox.com,2148,72.0,27.0,2040,3885,568,1918734,21,36,1032,47,228,415,1776,3246,2061
15,12/25/2022,bishopfox.com,2146,72.0,27.0,2033,3878,567,1902040,21,36,1033,47,227,420,1770,3254,2054
15,12/26/2022,bishopfox.com,2144,72.0,27.0,1725,3762,564,65264,21,36,1033,47,226,423,1769,3243,1746
15,12/27/2022,bishopfox.com,2145,71.0,27.0,1732,3762,566,76874,21,36,1033,47,219,418,1778,3234,1753
15,12/28/2022,bishopfox.com,2141,71.0,27.0,1745,3771,568,93468,21,36,1034,47,223,423,1756,3220,1766
15,12/29/2022,bishopfox.com,2141,71.0,27.0,1935,4034,573,1917000,21,36,1034,48,227,422,1764,3211,1956
15,12/30/2022,bishopfox.com,2142,71.0,27.0,1897,4025,572,1895673,21,36,1034,48,231,420,1763,3208,1918
15,12/31/2022,bishopfox.com,2136,71.0,27.0,2019,4050,567,1918428,13,22,1034,49,228,423,1758,3194,2032
15,1/1/2023,bishopfox.com,2133,71.0,27.0,2029,3990,566,1936278,13,22,1034,50,230,421,1758,3183,2042
15,1/2/2023,bishopfox.com,2135,71.0,27.0,1738,3883,565,96717,13,22,1033,51,227,417,1756,3176,1751
15,1/3/2023,bishopfox.com,2132,71.0,27.0,1731,3884,564,98731,13,22,1033,51,229,418,1739,3178,1744
15,1/4/2023,bishopfox.com,2123,71.0,27.0,4696,5010,563,1808772,13,22,1032,53,231,421,1730,3177,4709
15,1/5/2023,bishopfox.com,2094,71.0,27.0,4710,5021,559,1802555,13,22,1033,56,227,415,1735,3177,4723
15,1/6/2023,bishopfox.com,2083,71.0,27.0,2020,3897,558,1801640,13,22,1033,55,228,413,1733,3168,2033
15,1/7/2023,bishopfox.com,2081,71.0,27.0,2334,4699,555,1810450,13,22,1033,59,224,418,1729,3170,2347
15,1/8/2023,bishopfox.com,2070,71.0,27.0,2046,4530,556,87387,13,22,1032,58,225,413,1732,3151,2059
15,1/9/2023,bishopfox.com,2063,71.0,27.0,2058,4563,558,66959,13,22,1032,61,222,412,1724,3151,2071
15,1/10/2023,bishopfox.com,2061,71.0,27.0,2135,4577,557,1790120,13,22,1033,62,223,411,1728,3146,2148
15,1/11/2023,bishopfox.com,2054,71.0,27.0,2142,4569,558,1811682,13,22,1034,61,225,406,1730,3150,2155
15,1/12/2023,bishopfox.com,2059,71.0,27.0,2179,4560,559,1833116,13,22,1034,61,226,403,1735,3125,2192
15,1/13/2023,bishopfox.com,2057,71.0,27.0,2222,4574,559,1832060,13,22,1031,65,225,403,1734,3090,2235
15,1/14/2023,bishopfox.com,2059,71.0,27.0,2229,4665,560,1832798,13,22,1030,64,225,404,1724,3085,2242
15,1/15/2023,bishopfox.com,2057,71.0,27.0,2134,4736,561,1815132,13,22,1030,67,227,408,1712,3058,2147
15,1/16/2023,bishopfox.com,2057,71.0,27.0,2151,4748,562,1784771,13,22,1029,72,223,405,1707,3053,2164
15,1/17/2023,bishopfox.com,2059,71.0,27.0,2154,4699,565,96862,13,22,1029,72,222,407,1708,3047,2167
15,1/18/2023,bishopfox.com,2057,71.0,27.0,2149,4696,567,88370,13,22,1031,73,222,408,1711,3032,2162
15,1/19/2023,bishopfox.com,2057,71.0,27.0,2414,4781,566,1803146,13,22,1029,74,227,412,1721,3024,2427
15,1/20/2023,bishopfox.com,2054,71.0,27.0,2414,4796,564,1838212,13,22,1029,74,227,414,1708,3016,2427
15,1/21/2023,bishopfox.com,2054,71.0,27.0,2416,4713,565,1838235,13,22,1029,74,228,416,1707,2984,2429
15,1/22/2023,bishopfox.com,2050,71.0,27.0,2113,4514,567,73604,14,22,1029,74,224,415,1712,2996,2127
15,1/23/2023,bishopfox.com,2052,71.0,27.0,2099,4520,565,71843,14,22,1031,74,223,408,1723,2972,2113
15,1/24/2023,bishopfox.com,2052,71.0,27.0,11607,7947,566,1771535,14,22,1031,75,218,415,1716,2967,11621
15,1/25/2023,bishopfox.com,2055,71.0,27.0,11619,7944,565,1789689,19,33,1034,74,219,414,1716,2980,11638
15,1/26/2023,bishopfox.com,2056,71.0,27.0,2381,4724,565,1790330,19,33,1040,74,219,411,1709,2983,2400
15,1/27/2023,bishopfox.com,2051,71.0,27.0,2397,4745,565,1790117,19,33,1040,74,221,411,1707,2984,2416
15,1/28/2023,bishopfox.com,2052,71.0,27.0,5056,5660,565,1786993,19,33,1040,75,221,407,1700,2995,5075
15,1/29/2023,bishopfox.com,2051,71.0,27.0,5061,5594,564,1769702,19,33,1051,75,221,408,1701,2988,5080
15,1/30/2023,bishopfox.com,2049,71.0,27.0,2121,4547,562,92554,19,33,1051,73,222,409,1701,2984,2140
15,1/31/2023,bishopfox.com,2047,71.0,27.0,2106,4578,561,86685,19,33,1054,74,220,411,1702,2973,2125
15,2/1/2023,bishopfox.com,2045,71.0,27.0,2093,4579,561,64296,19,33,1055,75,220,411,1691,2983,2112
