target,year,month,total_count,items_count,etv,Organic,Paid
purplesec.us,2023,6,38,38,35791.73260405101,10032,0
purplesec.us,2023,7,38,38,56102.32597267069,10635,0
purplesec.us,2023,8,38,38,42992.84426143393,11117,0
purplesec.us,2023,9,38,38,54951.624175373465,13160,0
purplesec.us,2023,10,38,38,52665.13641509228,12416,0
purplesec.us,2023,11,38,38,56221.31095320918,12036,0
purplesec.us,2023,12,38,38,54810.84385232255,11507,0
purplesec.us,2024,1,38,38,52255.32444359176,10938,0
purplesec.us,2024,2,38,38,43979.24700500257,10700,0
purplesec.us,2024,3,38,38,45779.96879726648,10560,0
purplesec.us,2024,4,38,38,45063.685446878895,10378,0
purplesec.us,2024,5,38,38,47323.17936202511,10447,0
purplesec.us,2024,6,38,38,48093.319599758834,10413,0
purplesec.us,2024,7,38,38,46144.43047575839,9618,0
purplesec.us,2024,8,38,38,46865.34720942564,13581,0
purplesec.us,2024,9,38,38,68936.29217986017,13034,0
purplesec.us,2024,10,38,38,69437.09047956392,13146,0
purplesec.us,2024,11,38,38,66338.3572123386,12620,0
purplesec.us,2024,12,38,38,58475.47007178888,12018,0
raxis.com,2022,12,38,38,2377.037137337029,1196,0
raxis.com,2023,1,38,38,1023.5865470282732,991,0
raxis.com,2023,2,38,38,1161.8597260341048,1045,0
raxis.com,2023,3,38,38,1079.3275691345334,996,0
raxis.com,2023,4,38,38,922.6675712484866,888,0
raxis.com,2023,5,38,38,769.9349808711559,773,0
raxis.com,2023,6,38,38,903.7997013665736,840,0
raxis.com,2023,7,38,38,831.0860226061195,882,0
raxis.com,2023,8,38,38,830.9909228347242,866,0
raxis.com,2023,9,38,38,2079.839658372104,1034,0
raxis.com,2023,10,38,38,1608.469329893589,973,0
raxis.com,2023,11,38,38,1764.484299341217,924,0
raxis.com,2023,12,38,38,1422.61769666709,838,0
raxis.com,2024,1,38,38,1174.5304387360811,805,0
raxis.com,2024,2,38,38,1147.9722656533122,751,0
raxis.com,2024,3,38,38,1284.7299633026123,740,0
raxis.com,2024,4,38,38,1301.5328194331378,774,0
raxis.com,2024,5,38,38,1304.1443540789187,739,0
raxis.com,2024,6,38,38,1206.9135092590004,762,0
raxis.com,2024,7,38,38,1120.760051349178,809,0
raxis.com,2024,8,38,38,1058.3936817403885,840,0
raxis.com,2024,9,38,38,2105.293133566156,1119,0
raxis.com,2024,10,38,38,1993.685185873881,1155,0
raxis.com,2024,11,38,38,2206.23769585602,1108,0
raxis.com,2024,12,38,38,1363.9653615970165,1006,0
redscan.com,2022,12,38,38,13167.598152434452,3743,0
redscan.com,2023,1,38,38,13235.757536383346,3264,0
redscan.com,2023,2,38,38,14049.66888447106,3505,0
redscan.com,2023,3,38,38,13656.357460578904,3360,0
redscan.com,2023,4,38,38,14032.735849535093,3185,0
redscan.com,2023,5,38,38,10801.56321459636,3164,0
redscan.com,2023,6,38,38,9737.758420113474,3083,0
redscan.com,2023,7,38,38,9840.034866815433,2906,0
redscan.com,2023,8,38,38,9954.714678162709,2951,0
redscan.com,2023,9,38,38,13238.96106294915,3459,0
redscan.com,2023,10,38,38,13285.247576298192,3454,0
redscan.com,2023,11,38,38,15306.933525243774,3395,0
redscan.com,2023,12,38,38,14814.379218012094,3445,0
redscan.com,2024,1,38,38,15113.02782905288,3454,0
redscan.com,2024,2,38,38,23440.70720644481,3385,0
redscan.com,2024,3,38,38,18592.326840646565,3303,0
redscan.com,2024,4,38,38,14511.65107826516,3047,0
redscan.com,2024,5,38,38,18740.827355813235,2978,0
redscan.com,2024,6,38,38,19374.781421123076,3175,0
redscan.com,2024,7,38,38,19911.93144263513,3375,0
redscan.com,2024,8,38,38,23460.222041403875,3414,0
redscan.com,2024,9,38,38,24356.27333833836,3692,0
redscan.com,2024,10,38,38,24655.54834329337,3788,0
redscan.com,2024,11,38,38,20697.025876605883,3799,0
redscan.com,2024,12,38,38,17543.684756295756,3496,0
synack.com,2022,12,38,38,36879.083900729194,1470,608
synack.com,2023,1,38,38,11518.192556779832,1361,397
synack.com,2023,2,38,38,5896.451462509111,1414,354
synack.com,2023,3,38,38,7498.701550200582,1345,344
synack.com,2023,4,38,38,5128.362619694322,1257,201
synack.com,2023,5,38,38,3186.5442212633793,1065,54
synack.com,2023,6,38,38,2526.699998304248,1001,21
synack.com,2023,7,38,38,4165.313493544236,1140,178
synack.com,2023,8,38,38,3927.679869823158,1159,155
synack.com,2023,9,38,38,6234.335937580094,1421,144
synack.com,2023,10,38,38,3470.809848509729,1340,67
synack.com,2023,11,38,38,2929.8634236566727,1251,32
synack.com,2023,12,38,38,2949.8008992727846,1105,4
synack.com,2024,1,38,38,2985.4951303415,1015,6
synack.com,2024,2,38,38,3202.7965678088367,957,13
synack.com,2024,3,38,38,2959.051741959527,910,23
synack.com,2024,4,38,38,3243.9159609582275,902,29
synack.com,2024,5,38,38,3952.531922245398,919,37
synack.com,2024,6,38,38,3804.0306693110615,1025,31
synack.com,2024,7,38,38,9747.356795344502,1057,66
synack.com,2024,8,38,38,4372.452364712954,1068,22
synack.com,2024,9,38,38,4972.735898736864,1172,20
synack.com,2024,10,38,38,5106.418899629265,1221,17
synack.com,2024,11,38,38,5785.77500496991,1425,3
synack.com,2024,12,38,38,6454.086747253314,1451,4
tcm-sec.com,2022,12,38,38,5903.763578185812,2335,0
tcm-sec.com,2023,1,38,38,5857.953756352887,2444,0
tcm-sec.com,2023,2,38,38,7468.069411735982,2504,0
tcm-sec.com,2023,3,38,38,6937.606226129457,2686,0
tcm-sec.com,2023,4,38,38,12707.654920436442,3028,0
tcm-sec.com,2023,5,38,38,11450.501912707465,3491,0
tcm-sec.com,2023,6,38,38,9652.328327799216,3945,0
tcm-sec.com,2023,7,38,38,7440.216384166852,3327,0
tcm-sec.com,2023,8,38,38,6896.957815783098,2856,0
tcm-sec.com,2023,9,38,38,8817.478767350316,3817,0
tcm-sec.com,2023,10,38,38,10783.237053349614,4217,0
tcm-sec.com,2023,11,38,38,10769.19380936958,4357,0
tcm-sec.com,2023,12,38,38,10188.000313261524,4130,0
tcm-sec.com,2024,1,38,38,13766.6589860823,3810,0
tcm-sec.com,2024,2,38,38,10209.490127440542,3415,0
tcm-sec.com,2024,3,38,38,10745.64081995003,3627,0
tcm-sec.com,2024,4,38,38,12717.074867092071,4157,0
tcm-sec.com,2024,5,38,38,13395.824977150189,4313,0
tcm-sec.com,2024,6,38,38,16768.345945397392,4527,0
tcm-sec.com,2024,7,38,38,24464.32544046268,4771,0
tcm-sec.com,2024,8,38,38,19469.051786012948,4887,0
tcm-sec.com,2024,9,38,38,22536.93496733904,5616,0
tcm-sec.com,2024,10,38,38,23292.98804602213,5847,0
tcm-sec.com,2024,11,38,38,22758.60027564689,6562,0
tcm-sec.com,2024,12,38,38,24820.489889204506,6897,0
tekkis.com,2022,12,38,38,15.30499980598688,2,0
tekkis.com,2023,1,38,38,15.199999809265137,1,0
tekkis.com,2023,2,38,38,15.199999809265137,1,0
tekkis.com,2023,3,38,38,18.989999890327454,14,0
tekkis.com,2023,4,38,38,18.06599986553192,8,0
tekkis.com,2023,5,38,38,17.052999828010798,11,0
tekkis.com,2023,6,38,38,17.56099981814623,10,0
tekkis.com,2023,7,38,38,17.235699757933617,15,0
tekkis.com,2023,8,38,38,19.80969975888729,24,0
tekkis.com,2023,9,38,38,86.65236078947783,25,0
tekkis.com,2023,10,38,38,90.27802074700594,33,0
tekkis.com,2023,11,38,38,73.24983996897936,28,0
tekkis.com,2023,12,38,38,78.28987988829613,35,0
tekkis.com,2024,1,38,38,74.19702010601759,40,0
tekkis.com,2024,2,38,38,71.06384015828371,40,0
tekkis.com,2024,3,38,38,78.30398011952639,39,0
tekkis.com,2024,4,38,38,82.6747601851821,45,0
tekkis.com,2024,5,38,38,81.5507600903511,48,0
tekkis.com,2024,6,38,38,88.72642089426517,39,0
tekkis.com,2024,7,38,38,84.47144085913897,22,0
tekkis.com,2024,8,38,38,84.43406088650227,23,0
tekkis.com,2024,9,38,38,83.87224085815251,27,0
tekkis.com,2024,10,38,38,83.64124086685479,27,0
tekkis.com,2024,11,38,38,86.29900091327727,26,0
tekkis.com,2024,12,38,38,86.42200089991093,27,0
whiteknightlabs.com,2022,12,38,38,69.23041841574013,131,0
whiteknightlabs.com,2023,1,38,38,107.66063665598632,117,0
whiteknightlabs.com,2023,2,38,38,110.57143667526545,116,0
whiteknightlabs.com,2023,3,38,38,110.09757658466695,115,0
whiteknightlabs.com,2023,4,38,38,122.38207684084772,107,0
whiteknightlabs.com,2023,5,38,38,147.27239629253745,122,0
whiteknightlabs.com,2023,6,38,38,180.0940562710166,239,0
whiteknightlabs.com,2023,7,38,38,192.67257979512212,149,0
whiteknightlabs.com,2023,8,38,38,205.73667946830392,178,0
whiteknightlabs.com,2023,9,38,38,482.2662555873394,234,0
whiteknightlabs.com,2023,10,38,38,510.83871493674815,254,0
whiteknightlabs.com,2023,11,38,38,1528.497301703319,300,0
whiteknightlabs.com,2023,12,38,38,498.6979522239417,335,0
whiteknightlabs.com,2024,1,38,38,477.33247112110257,345,0
whiteknightlabs.com,2024,2,38,38,492.64893283881247,347,0
whiteknightlabs.com,2024,3,38,38,512.137935180217,340,0
whiteknightlabs.com,2024,4,38,38,1004.5561495237052,357,0
whiteknightlabs.com,2024,5,38,38,994.965987658128,345,0
whiteknightlabs.com,2024,6,38,38,484.9674769062549,330,0
whiteknightlabs.com,2024,7,38,38,584.4078741371632,358,0
whiteknightlabs.com,2024,8,38,38,755.2926161605865,398,0
whiteknightlabs.com,2024,9,38,38,922.3233891427516,457,0
whiteknightlabs.com,2024,10,38,38,936.0719903148712,472,0
whiteknightlabs.com,2024,11,38,38,945.5039809979498,508,0
whiteknightlabs.com,2024,12,38,38,646.2698957696557,524,0
zelvin.com,2022,12,38,38,48.048679534345865,27,0
zelvin.com,2023,1,38,38,57.7541207075119,26,0
zelvin.com,2023,2,38,38,60.676720686256886,31,0
zelvin.com,2023,3,38,38,41.07942000776529,26,0
zelvin.com,2023,4,38,38,17.497700199484825,17,0
zelvin.com,2023,5,38,38,30.208999294787645,26,0
zelvin.com,2023,6,38,38,29.68099930137396,32,0
zelvin.com,2023,7,38,38,51.23170056194067,26,0
zelvin.com,2023,8,38,38,49.99270053207874,26,0
zelvin.com,2023,9,38,38,23.24544016085565,31,0
zelvin.com,2023,10,38,38,21.276439832523465,29,0
zelvin.com,2023,11,38,38,16.80373982526362,28,0
zelvin.com,2023,12,38,38,13.967999696731567,28,0
zelvin.com,2024,1,38,38,12.707999780774117,27,0
zelvin.com,2024,2,38,38,11.720999844372272,28,0
zelvin.com,2024,3,38,38,12.003999836742878,27,0
zelvin.com,2024,4,38,38,14.977999925613403,29,0
zelvin.com,2024,5,38,38,17.491999939084053,32,0
zelvin.com,2024,6,38,38,19.86067987419665,33,0
zelvin.com,2024,7,38,38,12.604500019922853,27,0
zelvin.com,2024,8,38,38,12.035499954596162,29,0
zelvin.com,2024,9,38,38,9.9930000603199,28,0
zelvin.com,2024,10,38,38,11.196999978274109,28,0
zelvin.com,2024,11,38,38,11.501000184565784,26,0
zelvin.com,2024,12,38,38,10.508999967947602,28,0
