domain,keyword,search_volume,competition,competition_level,cpc,last_updated_time,organic_pos_1,organic_pos_2_3,organic_pos_4_10,organic_pos_11_20,organic_pos_21_30,organic_pos_31_40,organic_pos_41_50,organic_pos_51_60,organic_pos_61_70,organic_pos_71_80,organic_pos_81_90,organic_pos_91_100,paid_pos_1,paid_pos_2_3,paid_pos_4_10,paid_pos_11_20,paid_pos_21_30,paid_pos_31_40,paid_pos_41_50,paid_pos_51_60,paid_pos_61_70,paid_pos_71_80,paid_pos_81_90,paid_pos_91_100,organic_etv,paid_etv,2024-10,2024-09,2024-08,2024-07,2024-06,2024-05,2024-04,2024-03,2024-02,2024-01,2023-12,2023-11
covertswarm.com,importance of pen testing,30,0.23000000417232513,LOW,11.510000228881836,2024-11-10 19:17:06 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,30,30,30,20,40,30,30,40,30,30,20,30
covertswarm.com,phone hacking services,70,0.12999999523162842,LOW,1.2699999809265137,2024-11-12 19:08:58 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,70,50,40,50,50,40,50,50,210,50,30,50
covertswarm.com,red teaming service,70,0.2800000011920929,LOW,18.959999084472656,2024-11-13 22:37:27 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,70,70,90,70,90,70,70,90,70,90,50,90
covertswarm.com,what is enumeration in cyber security,210,,LOW,,2024-11-11 09:14:47 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,320,210,210,170,210,210,210,260,260,260,170,210
covertswarm.com,enumerate cyber security,320,0.019999999552965164,LOW,8.949999809265137,2024-11-09 01:39:01 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,390,320,320,320,320,320,320,320,390,260,210,210
covertswarm.com,enumeration cybersecurity,320,0.019999999552965164,LOW,8.949999809265137,2024-11-08 14:56:54 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,390,320,320,320,320,320,320,320,390,260,210,210
covertswarm.com,enumeration definition cyber security,50,,LOW,,2024-11-13 01:49:47 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,50,50,40,40,40,50,30,40,50,30,40,70
covertswarm.com,enumeration in cybersecurity,260,,LOW,,2024-11-14 14:42:42 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,390,320,260,260,210,260,170,210,210,170,210,260
covertswarm.com,hacker services,480,0.009999999776482582,LOW,5.110000133514404,2024-11-11 03:46:51 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,260,320,1300,1600,390,390,320,320,210,260,320,210
covertswarm.com,how to avoid computer worms,50,0.07999999821186066,LOW,2.1700000762939453,2024-11-14 23:59:42 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,50,50,70,70,50,50,110,70,50,50,40,40
covertswarm.com,how to prevent worm virus,50,0.07999999821186066,LOW,2.1700000762939453,2024-11-13 15:08:46 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,50,50,70,70,50,50,110,70,50,50,40,40
covertswarm.com,infrastructure in it company,90,0.3100000023841858,LOW,33.41999816894531,2024-11-10 14:24:30 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,110,70,70,90,70,90,90,110,90,90,90,70
covertswarm.com,intrusive testing,27100,0.4099999964237213,MEDIUM,39.61000061035156,2024-11-09 04:56:27 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,27100,27100,33100,22200,22200,22200,27100,27100,27100,27100,18100,22200
covertswarm.com,mimikatz golden ticket,20,,LOW,,2024-11-15 05:58:40 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,20,20,20,40,20,20,30,20,20,30,20,20
covertswarm.com,penetration testing importance,30,0.23000000417232513,LOW,11.510000228881836,2024-11-08 22:14:16 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,30,30,30,20,40,30,30,40,30,30,20,30
covertswarm.com,red team services,70,0.2800000011920929,LOW,18.959999084472656,2024-11-09 19:20:50 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,70,70,90,70,90,70,70,90,70,90,50,90
covertswarm.com,red teaming services,70,0.2800000011920929,LOW,18.959999084472656,2024-11-12 21:17:33 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,70,70,90,70,90,70,70,90,70,90,50,90
covertswarm.com,what is enumeration in security,40,,LOW,,2024-11-09 16:37:32 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,50,40,20,30,40,40,50,70,70,50,30,50
covertswarm.com,why is pen testing important,70,0.20000000298023224,LOW,22.530000686645508,2024-11-08 17:49:02 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,110,90,40,30,70,50,90,70,70,90,70,70
covertswarm.com,enumeration cyber security,320,0.019999999552965164,LOW,8.949999809265137,2024-11-10 11:29:40 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,390,320,320,320,320,320,320,320,390,260,210,210
covertswarm.com,enumeration in cyber security,260,,LOW,,2024-11-08 13:39:23 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,390,320,260,260,210,260,170,210,210,170,210,260
covertswarm.com,examples of dos attack,1300,0.019999999552965164,LOW,10.930000305175781,2024-11-13 18:33:53 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,1300,1000,1900,1000,880,1300,1300,1300,1300,1000,880,1000
covertswarm.com,how to prevent a computer worm,50,0.07999999821186066,LOW,2.1700000762939453,2024-11-08 15:17:16 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,50,50,70,70,50,50,110,70,50,50,40,40
covertswarm.com,how to prevent computer worm,50,0.07999999821186066,LOW,2.1700000762939453,2024-11-12 02:00:46 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,50,50,70,70,50,50,110,70,50,50,40,40
covertswarm.com,how to prevent computer worms,50,0.07999999821186066,LOW,2.1700000762939453,2024-11-14 09:29:27 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,50,50,70,70,50,50,110,70,50,50,40,40
covertswarm.com,importance of penetration testing,30,0.23000000417232513,LOW,11.510000228881836,2024-11-13 12:14:59 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,30,30,30,20,40,30,30,40,30,30,20,30
covertswarm.com,ransomware for testing,30,0.5299999713897705,MEDIUM,18.139999389648438,2024-11-08 20:17:26 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,20,30,20,30,30,40,40,50,40,40,20,40
covertswarm.com,red team service,70,0.2800000011920929,LOW,18.959999084472656,2024-11-10 08:46:03 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,70,70,90,70,90,70,70,90,70,90,50,90
covertswarm.com,types of eavesdropping attack,30,0.019999999552965164,LOW,,2024-11-10 14:35:55 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,30,40,30,40,50,30,30,40,50,20,10,20
covertswarm.com,why is penetration testing important,70,0.20000000298023224,LOW,22.530000686645508,2024-11-13 15:38:36 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,110,90,40,30,70,50,90,70,70,90,70,70
covertswarm.com,why pen testing is important,70,0.20000000298023224,LOW,22.530000686645508,2024-11-13 20:22:11 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,110,90,40,30,70,50,90,70,70,90,70,70
covertswarm.com,a worm spreading on the network can be stopped by,170,,LOW,,2024-11-09 00:19:27 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,210,260,480,590,140,70,50,50,90,90,70,70
covertswarm.com,denial of service attack tutorial,40,0.09000000357627869,LOW,8.3100004196167,2024-11-14 18:14:41 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,30,20,20,30,50,40,70,40,40,30,30,20
covertswarm.com,dos attack examples,1300,0.019999999552965164,LOW,10.930000305175781,2024-11-11 20:33:53 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,1300,1000,1900,1000,880,1300,1300,1300,1300,1000,880,1000
covertswarm.com,dos attack how to,90,0.10000000149011612,LOW,22.68000030517578,2024-11-09 18:02:02 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,70,70,90,90,50,70,70,90,110,110,90,90
covertswarm.com,evil twin attack example,30,0.019999999552965164,LOW,,2024-11-13 21:41:20 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,20,20,20,20,10,30,40,40,50,40,40,40
covertswarm.com,examples of dos attacks,1300,0.019999999552965164,LOW,10.930000305175781,2024-11-14 08:27:29 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,1300,1000,1900,1000,880,1300,1300,1300,1300,1000,880,1000
covertswarm.com,golden ticket attack explained,40,0.019999999552965164,LOW,,2024-11-13 16:06:13 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,50,50,40,50,30,30,50,40,20,30,20,30
covertswarm.com,how to become a physical penetration tester,40,0.18000000715255737,LOW,,2024-11-10 13:46:42 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,20,40,30,40,20,30,30,40,40,40,50,50
covertswarm.com,red team companies,50,0.49000000953674316,MEDIUM,34.439998626708984,2024-11-11 12:15:56 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,70,40,40,30,40,70,50,50,50,50,40,70
covertswarm.com,tpm hack,40,0.14000000059604645,LOW,0.6100000143051147,2024-11-11 23:55:06 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,40,40,30,30,30,20,40,30,70,30,30,50
covertswarm.com,why penetration testing is important,70,0.20000000298023224,LOW,22.530000686645508,2024-11-08 12:21:42 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,110,90,40,30,70,50,90,70,70,90,70,70
covertswarm.com,benefits of pen testing,110,0.10000000149011612,LOW,6.179999828338623,2024-11-09 21:07:12 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,140,110,70,70,110,90,110,140,140,110,90,90
covertswarm.com,cve-2022-26809,90,,LOW,,2024-11-13 13:12:57 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,70,90,110,70,70,140,110,110,140,140,70,90
covertswarm.com,defcon 31 badge,110,0.019999999552965164,LOW,0.009999999776482582,2024-11-09 01:56:42 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,40,70,880,90,50,30,30,50,50,30,30,70
covertswarm.com,dos attacks examples,1300,0.019999999552965164,LOW,10.930000305175781,2024-11-09 17:46:40 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,1300,1000,1900,1000,880,1300,1300,1300,1300,1000,880,1000
covertswarm.com,eavesdropping attack,140,0.009999999776482582,LOW,,2024-11-08 16:05:44 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,110,110,90,70,70,110,110,140,140,90,320,390
covertswarm.com,evil twin attacks,1600,0.009999999776482582,LOW,4.320000171661377,2024-11-15 15:54:42 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,1300,1300,1300,1300,1000,1300,1600,1600,1600,1300,1600,1600
covertswarm.com,evil twin network,1600,0.009999999776482582,LOW,4.320000171661377,2024-11-10 13:03:30 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,1300,1300,1300,1300,1000,1300,1600,1600,1600,1300,1600,1600
covertswarm.com,fingerprinting hacking,70,0.029999999329447746,LOW,,2024-11-10 02:40:25 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,30,50,90,110,90,70,50,50,70,70,70,40
covertswarm.com,fuzzing attack,90,0.019999999552965164,LOW,,2024-11-15 10:11:14 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,70,90,50,50,90,90,90,110,110,90,90,90
covertswarm.com,golden ticket kerberos,140,,LOW,,2024-11-11 17:05:29 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,110,140,110,140,110,140,140,170,140,140,110,170
covertswarm.com,how does password cracking work,30,,LOW,,2024-11-14 16:20:33 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,40,20,30,30,20,30,20,30,50,30,30,30
covertswarm.com,how to become a physical pen tester,40,0.18000000715255737,LOW,,2024-11-15 10:09:58 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,20,40,30,40,20,30,30,40,40,40,50,50
covertswarm.com,penetration testing benefits,110,0.10000000149011612,LOW,6.179999828338623,2024-11-11 09:25:36 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,140,110,70,70,110,90,110,140,140,110,90,90
covertswarm.com,physical pen testers,260,0.20000000298023224,LOW,26.920000076293945,2024-11-11 04:18:04 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,260,210,210,260,320,320,320,320,390,320,260,260
covertswarm.com,purple team leader,30,,LOW,,2024-11-14 01:11:36 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,20,10,20,30,20,30,30,40,20,40,90,70
covertswarm.com,tiber eu,50,0.03999999910593033,LOW,,2024-11-12 10:31:32 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,50,50,50,70,50,50,50,50,50,90,50,30
covertswarm.com,tiber-eu,50,0.03999999910593033,LOW,,2024-11-11 20:24:38 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,50,50,50,70,50,50,50,50,50,90,50,30
covertswarm.com,what does enumeration mean in cyber security,30,,LOW,,2024-11-15 04:26:28 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,40,40,30,30,20,40,30,20,20,30,20,20
covertswarm.com,what is a physical pen,90,,LOW,,2024-11-11 07:22:18 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,140,90,40,170,90,140,90,110,40,90,70,110
covertswarm.com,what is an example of intrusive testing,170,,LOW,,2024-11-09 10:34:19 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,170,210,170,170,170,170,210,210,210,170,140,70
covertswarm.com,which protocol ensures the reliability of the kerberos authentication process,40,,LOW,,2024-11-12 03:46:12 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,20,10,40,40,40,40,70,50,50,30,40,50
covertswarm.com,xss.is compilation,40,,LOW,,2024-11-12 16:41:43 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,30,20,20,10,10,10,10,40,50,90,110,140
covertswarm.com,best laptop for pen testing,170,1.0,HIGH,1.4199999570846558,2024-11-15 01:43:00 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,140,170,210,170,170,170,210,210,210,210,170,170
covertswarm.com,defcon badge,1000,0.03999999910593033,LOW,0.1599999964237213,2024-11-13 05:08:04 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,590,880,6600,880,480,390,390,590,390,390,390,320
covertswarm.com,defcon badges 2024,210,,LOW,,2024-11-11 20:38:12 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,140,210,1900,110,0,0,0,0,0,0,0,0
covertswarm.com,example of dos attack,1300,0.019999999552965164,LOW,10.930000305175781,2024-11-10 09:52:15 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,1300,1000,1900,1000,880,1300,1300,1300,1300,1000,880,1000
covertswarm.com,kerberos golden ticket,140,,LOW,,2024-11-15 04:09:09 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,110,140,110,140,110,140,140,170,140,140,110,170
covertswarm.com,physical penetration tester,260,0.20000000298023224,LOW,26.920000076293945,2024-11-09 20:27:26 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,260,210,210,260,320,320,320,320,390,320,260,260
covertswarm.com,red teaming companies,50,0.49000000953674316,MEDIUM,34.439998626708984,2024-11-12 15:31:08 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,70,40,40,30,40,70,50,50,50,50,40,70
covertswarm.com,service hacker,170,0.009999999776482582,LOW,,2024-11-12 16:56:42 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,110,170,170,170,170,210,170,170,210,260,210,170
covertswarm.com,steelcon 2023,20,,LOW,,2024-11-13 02:19:06 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,10,10,10,0,10,10,10,10,10,10,70,70
covertswarm.com,technological infrastructure,1000,0.029999999329447746,LOW,8.5600004196167,2024-11-11 19:30:35 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,1600,1300,1000,1000,880,1000,1300,1300,1300,1000,880,1000
covertswarm.com,what is a golden ticket attack,50,,LOW,,2024-11-10 16:17:44 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,30,30,20,40,50,40,90,70,70,50,30,30
covertswarm.com,what is an evil twin,110,,LOW,,2024-11-10 14:49:25 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,110,110,70,90,140,110,170,140,140,110,110,140
covertswarm.com,what is technological infrastructure,210,0.009999999776482582,LOW,3.0299999713897705,2024-11-11 22:46:19 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,260,170,170,210,210,170,170,170,260,210,140,170
covertswarm.com,benefits of penetration testing,110,0.10000000149011612,LOW,6.179999828338623,2024-11-12 06:35:08 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,140,110,70,70,110,90,110,140,140,110,90,90
covertswarm.com,best pentest laptop,170,1.0,HIGH,1.4199999570846558,2024-11-14 03:32:54 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,140,170,210,170,170,170,210,210,210,210,170,170
covertswarm.com,defcon 32 badge,480,0.019999999552965164,LOW,0.5099999904632568,2024-11-12 03:02:39 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,140,320,4400,480,140,70,40,20,0,0,0,0
covertswarm.com,defcon badge 2024,210,,LOW,,2024-11-12 01:24:40 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,140,210,1900,110,0,0,0,0,0,0,0,0
covertswarm.com,denial of service attack examples,1300,0.019999999552965164,LOW,10.930000305175781,2024-11-13 16:33:35 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,1300,1000,1900,1000,880,1300,1300,1300,1300,1000,880,1000
covertswarm.com,denial of service attacks examples,1300,0.019999999552965164,LOW,10.930000305175781,2024-11-11 20:31:00 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,1300,1000,1900,1000,880,1300,1300,1300,1300,1000,880,1000
covertswarm.com,dos attack tutorial,40,0.09000000357627869,LOW,8.3100004196167,2024-11-09 23:25:13 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,30,20,20,30,50,40,70,40,40,30,30,20
covertswarm.com,eavesdropping attacks,140,0.009999999776482582,LOW,,2024-11-09 13:06:20 +00:00,0,7,93,188,185,305,349,338,353,345,320,259,0,0,0,0,0,0,0,0,0,0,0,0,6648.431563787162,0.0,110,110,90,70,70,110,110,140,140,90,320,390
